UF,Nome_UF,Mesorregião Geográfica,Nome_Mesorregião,Microrregião Geográfica,Nome_Microrregião,Município,Código Município Completo,Nome_Município
43,Rio Grande do Sul,07,Sudeste Rio-grandense,033,Pelotas,14209,4314209,Pedro Osório
43,Rio Grande do Sul,01,Noroeste Rio-grandense,008,Ijuí,14308,4314308,Pejuçara
43,Rio Grande do Sul,07,Sudeste Rio-grandense,033,Pelotas,14407,4314407,Pelotas
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,024,Gramado-Canela,14423,4314423,Picada Café
43,Rio Grande do Sul,01,Noroeste Rio-grandense,009,Carazinho,14456,4314456,Pinhal
43,Rio Grande do Sul,02,Nordeste Rio-grandense,015,Vacaria,14464,4314464,Pinhal da Serra
43,Rio Grande do Sul,03,Centro Ocidental Rio-grandense,017,Santiago,14472,4314472,Pinhal Grande
43,Rio Grande do Sul,01,Noroeste Rio-grandense,003,Frederico Westphalen,14498,4314498,Pinheirinho do Vale
43,Rio Grande do Sul,07,Sudeste Rio-grandense,032,Serras de Sudeste,14506,4314506,Pinheiro Machado
43,Rio Grande do Sul,02,Nordeste Rio-grandense,016,Caxias do Sul,14548,4314548,Pinto Bandeira
43,Rio Grande do Sul,01,Noroeste Rio-grandense,007,Santo Ângelo,14555,4314555,Pirapó
43,Rio Grande do Sul,07,Sudeste Rio-grandense,032,Serras de Sudeste,14605,4314605,Piratini
43,Rio Grande do Sul,01,Noroeste Rio-grandense,003,Frederico Westphalen,14704,4314704,Planalto
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,023,Montenegro,14753,4314753,Poço das Antas
43,Rio Grande do Sul,01,Noroeste Rio-grandense,010,Passo Fundo,14779,4314779,Pontão
43,Rio Grande do Sul,01,Noroeste Rio-grandense,004,Erechim,14787,4314787,Ponte Preta
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,023,Montenegro,14803,4314803,Portão
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,026,Porto Alegre,14902,4314902,Porto Alegre
43,Rio Grande do Sul,01,Noroeste Rio-grandense,001,Santa Rosa,15008,4315008,Porto Lucena
43,Rio Grande do Sul,01,Noroeste Rio-grandense,001,Santa Rosa,15057,4315057,Porto Mauá
43,Rio Grande do Sul,01,Noroeste Rio-grandense,001,Santa Rosa,15073,4315073,Porto Vera Cruz
43,Rio Grande do Sul,01,Noroeste Rio-grandense,006,Cerro Largo,15107,4315107,Porto Xavier
43,Rio Grande do Sul,04,Centro Oriental Rio-grandense,021,Lajeado-Estrela,15131,4315131,Pouso Novo
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,024,Gramado-Canela,15149,4315149,Presidente Lucena
43,Rio Grande do Sul,04,Centro Oriental Rio-grandense,021,Lajeado-Estrela,15156,4315156,Progresso
43,Rio Grande do Sul,02,Nordeste Rio-grandense,014,Guaporé,15172,4315172,Protásio Alves
43,Rio Grande do Sul,02,Nordeste Rio-grandense,014,Guaporé,15206,4315206,Putinga
43,Rio Grande do Sul,06,Sudoeste Rio-grandense,029,Campanha Ocidental,15305,4315305,Quaraí
43,Rio Grande do Sul,01,Noroeste Rio-grandense,004,Erechim,15313,4315313,Quatro Irmãos
43,Rio Grande do Sul,03,Centro Ocidental Rio-grandense,017,Santiago,15321,4315321,Quevedos
43,Rio Grande do Sul,01,Noroeste Rio-grandense,011,Cruz Alta,15354,4315354,Quinze de Novembro
43,Rio Grande do Sul,01,Noroeste Rio-grandense,002,Três Passos,15404,4315404,Redentora
43,Rio Grande do Sul,04,Centro Oriental Rio-grandense,021,Lajeado-Estrela,15453,4315453,Relvado
43,Rio Grande do Sul,03,Centro Ocidental Rio-grandense,019,Restinga Seca,15503,4315503,Restinga Sêca
43,Rio Grande do Sul,01,Noroeste Rio-grandense,003,Frederico Westphalen,15552,4315552,Rio dos Índios
43,Rio Grande do Sul,07,Sudeste Rio-grandense,035,Litoral Lagunar,15602,4315602,Rio Grande
43,Rio Grande do Sul,04,Centro Oriental Rio-grandense,022,Cachoeira do Sul,15701,4315701,Rio Pardo
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,024,Gramado-Canela,15750,4315750,Riozinho
43,Rio Grande do Sul,04,Centro Oriental Rio-grandense,021,Lajeado-Estrela,15800,4315800,Roca Sales
43,Rio Grande do Sul,01,Noroeste Rio-grandense,003,Frederico Westphalen,15909,4315909,Rodeio Bonito
43,Rio Grande do Sul,01,Noroeste Rio-grandense,007,Santo Ângelo,15958,4315958,Rolador
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,024,Gramado-Canela,16006,4316006,Rolante
43,Rio Grande do Sul,01,Noroeste Rio-grandense,010,Passo Fundo,16105,4316105,Ronda Alta
43,Rio Grande do Sul,01,Noroeste Rio-grandense,003,Frederico Westphalen,16204,4316204,Rondinha
43,Rio Grande do Sul,01,Noroeste Rio-grandense,006,Cerro Largo,16303,4316303,Roque Gonzales
43,Rio Grande do Sul,06,Sudoeste Rio-grandense,030,Campanha Central,16402,4316402,Rosário do Sul
43,Rio Grande do Sul,01,Noroeste Rio-grandense,009,Carazinho,16428,4316428,Sagrada Família
43,Rio Grande do Sul,01,Noroeste Rio-grandense,011,Cruz Alta,16436,4316436,Saldanha Marinho
43,Rio Grande do Sul,01,Noroeste Rio-grandense,011,Cruz Alta,16451,4316451,Salto do Jacuí
43,Rio Grande do Sul,01,Noroeste Rio-grandense,006,Cerro Largo,16477,4316477,Salvador das Missões
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,023,Montenegro,16501,4316501,Salvador do Sul
43,Rio Grande do Sul,01,Noroeste Rio-grandense,005,Sananduva,16600,4316600,Sananduva
43,Rio Grande do Sul,01,Noroeste Rio-grandense,011,Cruz Alta,16709,4316709,Santa Bárbara do Sul
43,Rio Grande do Sul,01,Noroeste Rio-grandense,010,Passo Fundo,16733,4316733,Santa Cecília do Sul
43,Rio Grande do Sul,04,Centro Oriental Rio-grandense,021,Lajeado-Estrela,16758,4316758,Santa Clara do Sul
43,Rio Grande do Sul,04,Centro Oriental Rio-grandense,020,Santa Cruz do Sul,16808,4316808,Santa Cruz do Sul
43,Rio Grande do Sul,06,Sudoeste Rio-grandense,030,Campanha Central,16972,4316972,Santa Margarida do Sul
43,Rio Grande do Sul,03,Centro Ocidental Rio-grandense,018,Santa Maria,16907,4316907,Santa Maria
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,024,Gramado-Canela,16956,4316956,Santa Maria do Herval
43,Rio Grande do Sul,01,Noroeste Rio-grandense,001,Santa Rosa,17202,4317202,Santa Rosa
43,Rio Grande do Sul,02,Nordeste Rio-grandense,016,Caxias do Sul,17251,4317251,Santa Tereza
43,Rio Grande do Sul,07,Sudeste Rio-grandense,035,Litoral Lagunar,17301,4317301,Santa Vitória do Palmar
43,Rio Grande do Sul,07,Sudeste Rio-grandense,032,Serras de Sudeste,17004,4317004,Santana da Boa Vista
43,Rio Grande do Sul,06,Sudoeste Rio-grandense,030,Campanha Central,17103,4317103,Sant'Ana do Livramento
43,Rio Grande do Sul,03,Centro Ocidental Rio-grandense,017,Santiago,17400,4317400,Santiago
43,Rio Grande do Sul,01,Noroeste Rio-grandense,007,Santo Ângelo,17509,4317509,Santo Ângelo
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,027,Osório,17608,4317608,Santo Antônio da Patrulha
43,Rio Grande do Sul,01,Noroeste Rio-grandense,007,Santo Ângelo,17707,4317707,Santo Antônio das Missões
43,Rio Grande do Sul,01,Noroeste Rio-grandense,010,Passo Fundo,17558,4317558,Santo Antônio do Palma
43,Rio Grande do Sul,01,Noroeste Rio-grandense,009,Carazinho,17756,4317756,Santo Antônio do Planalto
43,Rio Grande do Sul,01,Noroeste Rio-grandense,008,Ijuí,17806,4317806,Santo Augusto
43,Rio Grande do Sul,01,Noroeste Rio-grandense,001,Santa Rosa,17905,4317905,Santo Cristo
43,Rio Grande do Sul,01,Noroeste Rio-grandense,005,Sananduva,17954,4317954,Santo Expedito do Sul
43,Rio Grande do Sul,06,Sudoeste Rio-grandense,029,Campanha Ocidental,18002,4318002,São Borja
43,Rio Grande do Sul,01,Noroeste Rio-grandense,010,Passo Fundo,18051,4318051,São Domingos do Sul
43,Rio Grande do Sul,06,Sudoeste Rio-grandense,029,Campanha Ocidental,18101,4318101,São Francisco de Assis
43,Rio Grande do Sul,02,Nordeste Rio-grandense,015,Vacaria,18200,4318200,São Francisco de Paula
43,Rio Grande do Sul,06,Sudoeste Rio-grandense,030,Campanha Central,18309,4318309,São Gabriel
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,025,São Jerônimo,18408,4318408,São Jerônimo
43,Rio Grande do Sul,01,Noroeste Rio-grandense,005,Sananduva,18424,4318424,São João da Urtiga
43,Rio Grande do Sul,03,Centro Ocidental Rio-grandense,019,Restinga Seca,18432,4318432,São João do Polêsine
43,Rio Grande do Sul,02,Nordeste Rio-grandense,014,Guaporé,18440,4318440,São Jorge
43,Rio Grande do Sul,01,Noroeste Rio-grandense,009,Carazinho,18457,4318457,São José das Missões
43,Rio Grande do Sul,01,Noroeste Rio-grandense,013,Soledade,18465,4318465,São José do Herval
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,023,Montenegro,18481,4318481,São José do Hortêncio
43,Rio Grande do Sul,01,Noroeste Rio-grandense,001,Santa Rosa,18499,4318499,São José do Inhacorá
43,Rio Grande do Sul,07,Sudeste Rio-grandense,035,Litoral Lagunar,18507,4318507,São José do Norte
43,Rio Grande do Sul,01,Noroeste Rio-grandense,005,Sananduva,18606,4318606,São José do Ouro
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,023,Montenegro,18614,4318614,São José do Sul
43,Rio Grande do Sul,02,Nordeste Rio-grandense,015,Vacaria,18622,4318622,São José dos Ausentes
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,026,Porto Alegre,18705,4318705,São Leopoldo
43,Rio Grande do Sul,07,Sudeste Rio-grandense,033,Pelotas,18804,4318804,São Lourenço do Sul
43,Rio Grande do Sul,01,Noroeste Rio-grandense,007,Santo Ângelo,18903,4318903,São Luiz Gonzaga
43,Rio Grande do Sul,02,Nordeste Rio-grandense,016,Caxias do Sul,19000,4319000,São Marcos
43,Rio Grande do Sul,01,Noroeste Rio-grandense,002,Três Passos,19109,4319109,São Martinho
43,Rio Grande do Sul,03,Centro Ocidental Rio-grandense,018,Santa Maria,19125,4319125,São Martinho da Serra
43,Rio Grande do Sul,01,Noroeste Rio-grandense,007,Santo Ângelo,19158,4319158,São Miguel das Missões
43,Rio Grande do Sul,01,Noroeste Rio-grandense,007,Santo Ângelo,19208,4319208,São Nicolau
43,Rio Grande do Sul,01,Noroeste Rio-grandense,006,Cerro Largo,19307,4319307,São Paulo das Missões
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,023,Montenegro,19356,4319356,São Pedro da Serra
43,Rio Grande do Sul,01,Noroeste Rio-grandense,009,Carazinho,19364,4319364,São Pedro das Missões
43,Rio Grande do Sul,01,Noroeste Rio-grandense,006,Cerro Largo,19372,4319372,São Pedro do Butiá
43,Rio Grande do Sul,03,Centro Ocidental Rio-grandense,018,Santa Maria,19406,4319406,São Pedro do Sul
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,023,Montenegro,19505,4319505,São Sebastião do Caí
43,Rio Grande do Sul,03,Centro Ocidental Rio-grandense,018,Santa Maria,19604,4319604,São Sepé
43,Rio Grande do Sul,01,Noroeste Rio-grandense,004,Erechim,19703,4319703,São Valentim
43,Rio Grande do Sul,02,Nordeste Rio-grandense,014,Guaporé,19711,4319711,São Valentim do Sul
43,Rio Grande do Sul,01,Noroeste Rio-grandense,008,Ijuí,19737,4319737,São Valério do Sul
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,023,Montenegro,19752,4319752,São Vendelino
43,Rio Grande do Sul,03,Centro Ocidental Rio-grandense,018,Santa Maria,19802,4319802,São Vicente do Sul
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,026,Porto Alegre,19901,4319901,Sapiranga
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,026,Porto Alegre,20008,4320008,Sapucaia do Sul
43,Rio Grande do Sul,01,Noroeste Rio-grandense,009,Carazinho,20107,4320107,Sarandi
43,Rio Grande do Sul,01,Noroeste Rio-grandense,003,Frederico Westphalen,20206,4320206,Seberi
43,Rio Grande do Sul,01,Noroeste Rio-grandense,002,Três Passos,20230,4320230,Sede Nova
43,Rio Grande do Sul,04,Centro Oriental Rio-grandense,020,Santa Cruz do Sul,20263,4320263,Segredo
43,Rio Grande do Sul,01,Noroeste Rio-grandense,012,Não-Me-Toque,20305,4320305,Selbach
43,Rio Grande do Sul,01,Noroeste Rio-grandense,007,Santo Ângelo,20321,4320321,Senador Salgado Filho
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,028,Camaquã,20354,4320354,Sentinela do Sul
43,Rio Grande do Sul,02,Nordeste Rio-grandense,014,Guaporé,20404,4320404,Serafina Corrêa
43,Rio Grande do Sul,04,Centro Oriental Rio-grandense,021,Lajeado-Estrela,20453,4320453,Sério
43,Rio Grande do Sul,01,Noroeste Rio-grandense,010,Passo Fundo,20503,4320503,Sertão
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,026,Porto Alegre,20552,4320552,Sertão Santana
43,Rio Grande do Sul,01,Noroeste Rio-grandense,006,Cerro Largo,20578,4320578,Sete de Setembro
43,Rio Grande do Sul,01,Noroeste Rio-grandense,004,Erechim,20602,4320602,Severiano de Almeida
43,Rio Grande do Sul,03,Centro Ocidental Rio-grandense,019,Restinga Seca,20651,4320651,Silveira Martins
43,Rio Grande do Sul,04,Centro Oriental Rio-grandense,020,Santa Cruz do Sul,20677,4320677,Sinimbu
43,Rio Grande do Sul,04,Centro Oriental Rio-grandense,020,Santa Cruz do Sul,20701,4320701,Sobradinho
43,Rio Grande do Sul,01,Noroeste Rio-grandense,013,Soledade,20800,4320800,Soledade
43,Rio Grande do Sul,04,Centro Oriental Rio-grandense,021,Lajeado-Estrela,20859,4320859,Tabaí
43,Rio Grande do Sul,01,Noroeste Rio-grandense,010,Passo Fundo,20909,4320909,Tapejara
43,Rio Grande do Sul,01,Noroeste Rio-grandense,012,Não-Me-Toque,21006,4321006,Tapera
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,028,Camaquã,21105,4321105,Tapes
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,024,Gramado-Canela,21204,4321204,Taquara
43,Rio Grande do Sul,04,Centro Oriental Rio-grandense,021,Lajeado-Estrela,21303,4321303,Taquari
43,Rio Grande do Sul,01,Noroeste Rio-grandense,003,Frederico Westphalen,21329,4321329,Taquaruçu do Sul
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,027,Osório,21352,4321352,Tavares
43,Rio Grande do Sul,01,Noroeste Rio-grandense,002,Três Passos,21402,4321402,Tenente Portela
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,027,Osório,21436,4321436,Terra de Areia
43,Rio Grande do Sul,04,Centro Oriental Rio-grandense,021,Lajeado-Estrela,21451,4321451,Teutônia
43,Rio Grande do Sul,01,Noroeste Rio-grandense,012,Não-Me-Toque,21469,4321469,Tio Hugo
43,Rio Grande do Sul,01,Noroeste Rio-grandense,002,Três Passos,21477,4321477,Tiradentes do Sul
43,Rio Grande do Sul,03,Centro Ocidental Rio-grandense,018,Santa Maria,21493,4321493,Toropi
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,027,Osório,21501,4321501,Torres
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,027,Osório,21600,4321600,Tramandaí
43,Rio Grande do Sul,04,Centro Oriental Rio-grandense,021,Lajeado-Estrela,21626,4321626,Travesseiro
43,Rio Grande do Sul,01,Noroeste Rio-grandense,004,Erechim,21634,4321634,Três Arroios
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,027,Osório,21667,4321667,Três Cachoeiras
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,024,Gramado-Canela,21709,4321709,Três Coroas
43,Rio Grande do Sul,01,Noroeste Rio-grandense,001,Santa Rosa,21808,4321808,Três de Maio
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,027,Osório,21832,4321832,Três Forquilhas
43,Rio Grande do Sul,01,Noroeste Rio-grandense,003,Frederico Westphalen,21857,4321857,Três Palmeiras
43,Rio Grande do Sul,01,Noroeste Rio-grandense,002,Três Passos,21907,4321907,Três Passos
43,Rio Grande do Sul,01,Noroeste Rio-grandense,003,Frederico Westphalen,21956,4321956,Trindade do Sul
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,025,São Jerônimo,22004,4322004,Triunfo
43,Rio Grande do Sul,01,Noroeste Rio-grandense,001,Santa Rosa,22103,4322103,Tucunduva
43,Rio Grande do Sul,01,Noroeste Rio-grandense,013,Soledade,22152,4322152,Tunas
43,Rio Grande do Sul,01,Noroeste Rio-grandense,005,Sananduva,22186,4322186,Tupanci do Sul
43,Rio Grande do Sul,03,Centro Ocidental Rio-grandense,017,Santiago,22202,4322202,Tupanciretã
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,023,Montenegro,22251,4322251,Tupandi
43,Rio Grande do Sul,01,Noroeste Rio-grandense,001,Santa Rosa,22301,4322301,Tuparendi
43,Rio Grande do Sul,07,Sudeste Rio-grandense,033,Pelotas,22327,4322327,Turuçu
43,Rio Grande do Sul,01,Noroeste Rio-grandense,007,Santo Ângelo,22343,4322343,Ubiretama
43,Rio Grande do Sul,02,Nordeste Rio-grandense,014,Guaporé,22350,4322350,União da Serra
43,Rio Grande do Sul,03,Centro Ocidental Rio-grandense,017,Santiago,22376,4322376,Unistalda
43,Rio Grande do Sul,06,Sudoeste Rio-grandense,029,Campanha Ocidental,22400,4322400,Uruguaiana
43,Rio Grande do Sul,02,Nordeste Rio-grandense,015,Vacaria,22509,4322509,Vacaria
43,Rio Grande do Sul,04,Centro Oriental Rio-grandense,020,Santa Cruz do Sul,22533,4322533,Vale do Sol
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,023,Montenegro,22541,4322541,Vale Real
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,025,São Jerônimo,22525,4322525,Vale Verde
43,Rio Grande do Sul,01,Noroeste Rio-grandense,010,Passo Fundo,22558,4322558,Vanini
43,Rio Grande do Sul,04,Centro Oriental Rio-grandense,020,Santa Cruz do Sul,22608,4322608,Venâncio Aires
43,Rio Grande do Sul,04,Centro Oriental Rio-grandense,020,Santa Cruz do Sul,22707,4322707,Vera Cruz
43,Rio Grande do Sul,02,Nordeste Rio-grandense,016,Caxias do Sul,22806,4322806,Veranópolis
43,Rio Grande do Sul,04,Centro Oriental Rio-grandense,021,Lajeado-Estrela,22855,4322855,Vespasiano Corrêa
43,Rio Grande do Sul,01,Noroeste Rio-grandense,004,Erechim,22905,4322905,Viadutos
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,026,Porto Alegre,23002,4323002,Viamão
43,Rio Grande do Sul,01,Noroeste Rio-grandense,003,Frederico Westphalen,23101,4323101,Vicente Dutra
43,Rio Grande do Sul,01,Noroeste Rio-grandense,012,Não-Me-Toque,23200,4323200,Victor Graeff
43,Rio Grande do Sul,02,Nordeste Rio-grandense,016,Caxias do Sul,23309,4323309,Vila Flores
43,Rio Grande do Sul,01,Noroeste Rio-grandense,010,Passo Fundo,23358,4323358,Vila Lângaro
43,Rio Grande do Sul,01,Noroeste Rio-grandense,010,Passo Fundo,23408,4323408,Vila Maria
43,Rio Grande do Sul,03,Centro Ocidental Rio-grandense,018,Santa Maria,23457,4323457,Vila Nova do Sul
43,Rio Grande do Sul,01,Noroeste Rio-grandense,003,Frederico Westphalen,23507,4323507,Vista Alegre
43,Rio Grande do Sul,02,Nordeste Rio-grandense,014,Guaporé,23606,4323606,Vista Alegre do Prata
43,Rio Grande do Sul,01,Noroeste Rio-grandense,002,Três Passos,23705,4323705,Vista Gaúcha
43,Rio Grande do Sul,01,Noroeste Rio-grandense,007,Santo Ângelo,23754,4323754,Vitória das Missões
43,Rio Grande do Sul,04,Centro Oriental Rio-grandense,021,Lajeado-Estrela,23770,4323770,Westfália
43,Rio Grande do Sul,05,Metropolitana de Porto Alegre,027,Osório,23804,4323804,Xangri-lá
50,Mato Grosso do Sul,03,Leste de Mato Grosso do Sul,007,Três Lagoas,00203,5000203,Água Clara
50,Mato Grosso do Sul,02,Centro Norte de Mato Grosso do Sul,003,Alto Taquari,00252,5000252,Alcinópolis
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,010,Dourados,00609,5000609,Amambai
50,Mato Grosso do Sul,01,Pantanais Sul Mato-grossense,002,Aquidauana,00708,5000708,Anastácio
50,Mato Grosso do Sul,03,Leste de Mato Grosso do Sul,008,Nova Andradina,00807,5000807,Anaurilândia
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,011,Iguatemi,00856,5000856,Angélica
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,010,Dourados,00906,5000906,Antônio João
50,Mato Grosso do Sul,03,Leste de Mato Grosso do Sul,006,Paranaíba,01003,5001003,Aparecida do Taboado
50,Mato Grosso do Sul,01,Pantanais Sul Mato-grossense,002,Aquidauana,01102,5001102,Aquidauana
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,010,Dourados,01243,5001243,Aral Moreira
50,Mato Grosso do Sul,02,Centro Norte de Mato Grosso do Sul,004,Campo Grande,01508,5001508,Bandeirantes
50,Mato Grosso do Sul,03,Leste de Mato Grosso do Sul,008,Nova Andradina,01904,5001904,Bataguassu
50,Mato Grosso do Sul,03,Leste de Mato Grosso do Sul,008,Nova Andradina,02001,5002001,Batayporã
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,009,Bodoquena,02100,5002100,Bela Vista
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,009,Bodoquena,02159,5002159,Bodoquena
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,009,Bodoquena,02209,5002209,Bonito
50,Mato Grosso do Sul,03,Leste de Mato Grosso do Sul,007,Três Lagoas,02308,5002308,Brasilândia
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,010,Dourados,02407,5002407,Caarapó
50,Mato Grosso do Sul,02,Centro Norte de Mato Grosso do Sul,003,Alto Taquari,02605,5002605,Camapuã
50,Mato Grosso do Sul,02,Centro Norte de Mato Grosso do Sul,004,Campo Grande,02704,5002704,Campo Grande
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,009,Bodoquena,02803,5002803,Caracol
50,Mato Grosso do Sul,03,Leste de Mato Grosso do Sul,005,Cassilândia,02902,5002902,Cassilândia
50,Mato Grosso do Sul,03,Leste de Mato Grosso do Sul,005,Cassilândia,02951,5002951,Chapadão do Sul
50,Mato Grosso do Sul,02,Centro Norte de Mato Grosso do Sul,004,Campo Grande,03108,5003108,Corguinho
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,011,Iguatemi,03157,5003157,Coronel Sapucaia
50,Mato Grosso do Sul,01,Pantanais Sul Mato-grossense,001,Baixo Pantanal,03207,5003207,Corumbá
50,Mato Grosso do Sul,03,Leste de Mato Grosso do Sul,005,Cassilândia,03256,5003256,Costa Rica
50,Mato Grosso do Sul,02,Centro Norte de Mato Grosso do Sul,003,Alto Taquari,03306,5003306,Coxim
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,011,Iguatemi,03454,5003454,Deodápolis
50,Mato Grosso do Sul,01,Pantanais Sul Mato-grossense,002,Aquidauana,03488,5003488,Dois Irmãos do Buriti
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,010,Dourados,03504,5003504,Douradina
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,010,Dourados,03702,5003702,Dourados
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,011,Iguatemi,03751,5003751,Eldorado
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,010,Dourados,03801,5003801,Fátima do Sul
50,Mato Grosso do Sul,02,Centro Norte de Mato Grosso do Sul,003,Alto Taquari,03900,5003900,Figueirão
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,011,Iguatemi,04007,5004007,Glória de Dourados
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,009,Bodoquena,04106,5004106,Guia Lopes da Laguna
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,011,Iguatemi,04304,5004304,Iguatemi
50,Mato Grosso do Sul,03,Leste de Mato Grosso do Sul,006,Paranaíba,04403,5004403,Inocência
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,010,Dourados,04502,5004502,Itaporã
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,011,Iguatemi,04601,5004601,Itaquiraí
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,011,Iguatemi,04700,5004700,Ivinhema
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,011,Iguatemi,04809,5004809,Japorã
50,Mato Grosso do Sul,02,Centro Norte de Mato Grosso do Sul,004,Campo Grande,04908,5004908,Jaraguari
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,009,Bodoquena,05004,5005004,Jardim
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,011,Iguatemi,05103,5005103,Jateí
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,010,Dourados,05152,5005152,Juti
50,Mato Grosso do Sul,01,Pantanais Sul Mato-grossense,001,Baixo Pantanal,05202,5005202,Ladário
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,010,Dourados,05251,5005251,Laguna Carapã
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,010,Dourados,05400,5005400,Maracaju
50,Mato Grosso do Sul,01,Pantanais Sul Mato-grossense,002,Aquidauana,05608,5005608,Miranda
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,011,Iguatemi,05681,5005681,Mundo Novo
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,011,Iguatemi,05707,5005707,Naviraí
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,009,Bodoquena,05806,5005806,Nioaque
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,010,Dourados,06002,5006002,Nova Alvorada do Sul
50,Mato Grosso do Sul,03,Leste de Mato Grosso do Sul,008,Nova Andradina,06200,5006200,Nova Andradina
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,011,Iguatemi,06259,5006259,Novo Horizonte do Sul
50,Mato Grosso do Sul,03,Leste de Mato Grosso do Sul,005,Cassilândia,06275,5006275,Paraíso das Águas
50,Mato Grosso do Sul,03,Leste de Mato Grosso do Sul,006,Paranaíba,06309,5006309,Paranaíba
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,011,Iguatemi,06358,5006358,Paranhos
50,Mato Grosso do Sul,02,Centro Norte de Mato Grosso do Sul,003,Alto Taquari,06408,5006408,Pedro Gomes
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,010,Dourados,06606,5006606,Ponta Porã
50,Mato Grosso do Sul,01,Pantanais Sul Mato-grossense,001,Baixo Pantanal,06903,5006903,Porto Murtinho
50,Mato Grosso do Sul,03,Leste de Mato Grosso do Sul,007,Três Lagoas,07109,5007109,Ribas do Rio Pardo
50,Mato Grosso do Sul,04,Sudoeste de Mato Grosso do Sul,010,Dourados,07208,5007208,Rio Brilhante
50,Mato Grosso do Sul,02,Centro Norte de Mato Grosso do Sul,004,Campo Grande,07307,5007307,Rio Negro
